-1,6.5058e-06,1.1899e-06,0.099049,6.5058e-06,1.1899e-06,0.099049
-1,0.039144,0.096245,0.03369,0.035141,0.36218,0.003418
-1,0.12618,0.21134,0.47585,0.021424,0.036957,0.11505
-1,0.076918,0.20885,0.13031,0.30015,0.42592,0.13148
-1,0.048321,0.11349,0.30525,0.1257,0.33887,0.16158
-1,0.14626,0.40421,0.1384,0.20007,0.16633,0.15413
-1,0.24437,0.42425,0.25459,0.064321,0.23004,0.15472
-1,0.15789,0.26064,0.18505,0.30508,0.39842,0.12236
-1,0.13419,0.45016,0.47318,0.20283,0.30505,0.094927
-1,0.26724,0.37553,0.21085,0.22022,0.21653,0.15095
-1,0.25274,0.41514,0.18386,0.32723,0.56262,0.13139
-1,0.14501,0.39285,0.18214,0.21854,0.36297,0.12719
-1,0.16564,0.4608,0.15897,0.061507,0.16263,0.09967
-1,0.20539,0.42667,0.19682,0.13534,0.5192,0.16422
-1,0.35006,0.47896,0.20858,0.17477,0.33111,0.15556
-1,0.27195,0.40958,0.26629,0.1951,0.35301,0.10124
-1,0.23592,0.29044,0.14974,0.28197,0.48161,0.12596
-1,0.29638,0.49904,0.17404,0.26644,0.44649,0.13192
-1,0.27354,0.46894,0.18678,0.33981,0.61359,0.1216
-1,0.3488,0.6085,0.26472,0.26669,0.35117,0.13001
-1,0.29097,0.30995,0.14801,0.24735,0.43006,0.10706
-1,0.18263,0.50446,0.13422,0.22657,0.37814,0.12593
-1,0.25676,0.45358,0.12974,0.29714,0.5451,0.11305
-1,0.47005,0.42609,0.24743,0.15763,0.40712,0.11308
-1,0.26896,0.43847,0.16425,0.27011,0.64073,0.1854
-1,0.20821,0.26609,0.16531,0.31611,0.40675,0.13625
-1,0.20145,0.18619,0.16793,0.23606,0.35378,0.15446
-1,0.44243,0.46028,0.32278,0.26301,0.40954,0.21965
-1,0.22484,0.29874,0.20678,0.26458,0.46195,0.16837
-1,0.32842,0.35691,0.13207,0.058434,0.15634,0.046055
-1,0.17957,0.32099,0.32221,0.085433,0.26838,0.24656
-1,0.29803,0.42324,0.19512,0.16565,0.49944,0.14397
-1,0.29459,0.42825,0.14137,0.21242,0.49556,0.1595
-1,0.26858,0.47207,0.17244,0.33643,0.49394,0.15702
-1,0.25845,0.39163,0.29553,0.19453,0.35208,0.11561
-1,0.27105,0.56849,0.24852,0.26165,0.35558,0.19434
-1,0.19709,0.47922,0.20629,0.25331,0.38579,0.14988
-1,0.26517,0.51957,0.42704,0.27843,0.45599,0.1423
-1,0.27837,0.60007,0.30883,0.29507,0.57128,0.14634
-1,0.28925,0.54692,0.20259,0.27482,0.43284,0.15376
-1,0.28357,0.39398,0.13809,0.27437,0.41262,0.14503
-1,0.24692,0.38778,0.25429,0.32734,0.4531,0.12234
-1,0.31928,0.40622,0.14664,0.22901,0.48995,0.16906
-1,0.26042,0.36276,0.21145,0.26028,0.59814,0.15548
-1,0.2286,0.1537,0.079978,0.13525,0.29242,0.05783
-1,0.33122,0.29848,0.21792,0.12693,0.3761,0.15054
-1,0.22555,0.61378,0.31795,0.23964,0.36734,0.1072
-1,0.23706,0.44487,0.21858,0.27407,0.31716,0.15891
-1,0.27327,0.41419,0.14079,0.23869,0.35592,0.19093
-1,0.34736,0.34617,0.29762,0.33096,0.53878,0.22289
-1,0.25957,0.40934,0.1658,0.21484,0.36225,0.17294
-1,0.2115,0.47,0.23902,0.19577,0.35196,0.11728
-1,0.21334,0.41874,0.14358,0.2549,0.64993,0.17659
-1,0.2153,0.44507,0.13969,0.29556,0.43183,0.13274
-1,0.40175,0.46602,0.16592,0.21955,0.31802,0.12956
-1,0.31051,0.42359,0.18911,0.23192,0.5367,0.16266
-1,0.2705,0.4747,0.16073,0.22808,0.35221,0.13132
-1,0.28525,0.50583,0.13505,0.20082,0.44665,0.10192
-1,0.40022,0.45275,0.24782,0.30579,0.35976,0.20353
-1,0.35258,0.48726,0.3531,0.2207,0.3688,0.1286
-1,0.19379,0.36211,0.32338,0.28444,0.43387,0.1639
-1,0.23743,0.38096,0.28316,0.25577,0.47137,0.10542
-1,0.24296,0.47555,0.44613,0.31058,0.63348,0.1555
-1,0.19736,0.27808,0.30388,0.22687,0.38899,0.17975
-1,0.26912,0.39208,0.36311,0.23908,0.5051,0.16344
-1,0.27383,0.27845,0.20312,0.21168,0.31374,0.14075
-1,0.30225,0.36527,0.18903,0.23477,0.54153,0.13808
-1,0.28877,0.51702,0.38882,0.31464,0.48265,0.15968
-1,0.26372,0.32394,0.28616,0.2643,0.5104,0.14697
-1,0.21892,0.50536,0.32595,0.33129,0.48306,0.15386
-1,0.31318,0.47328,0.32343,0.25308,0.29857,0.20733
-1,0.2911,0.32185,0.11353,0.20409,0.39037,0.10795
-1,0.31007,0.47091,0.1293,0.23417,0.33062,0.20663
-1,0.22433,0.67474,0.18416,0.27651,0.3646,0.14832
-1,0.33603,0.52906,0.27619,0.18628,0.23612,0.12576
-1,0.2888,0.50839,0.2043,0.22537,0.2728,0.16975
-1,0.3495,0.58269,0.47865,0.2176,0.47148,0.18299
-1,0.34283,0.45041,0.1778,0.22413,0.26958,0.15974
-1,0.28451,0.57721,0.13957,0.32798,0.5462,0.21433
-1,0.27582,0.61382,0.26581,0.28057,0.49293,0.15555
-1,0.22456,0.29164,0.20197,0.20822,0.41454,0.14653
-1,0.35528,0.61754,0.17974,0.28361,0.4405,0.12911
-1,0.22545,0.25628,0.18938,0.30967,0.60494,0.15154
-1,0.30338,0.47175,0.16944,0.24656,0.26023,0.14048
-1,0.27025,0.50115,0.26671,0.20831,0.54462,0.13729
-1,0.425,0.33026,0.38025,0.30206,0.4967,0.22833
-1,0.20528,0.5709,0.17221,0.17543,0.42099,0.12941
-1,0.30273,0.40463,0.53215,0.31256,0.51356,0.16892
-1,0.29663,0.43822,0.32425,0.18485,0.30805,0.17162
-1,0.32221,0.39837,0.21177,0.2793,0.31156,0.16265
-1,0.23398,0.37187,0.18302,0.32152,0.38184,0.10777
-1,0.33754,0.30023,0.30397,0.22543,0.36582,0.30452
-1,0.40603,0.34776,0.45363,0.25274,0.34011,0.22225
-1,0.34735,0.34981,0.26242,0.35325,0.47102,0.20358
-1,0.24407,0.33906,0.21118,0.28691,0.43422,0.1336
-1,0.2809,0.53638,0.18058,0.22497,0.4312,0.18971
-1,0.28909,0.26556,0.18874,0.28931,0.38918,0.14923
-1,0.23194,0.20369,0.29271,0.22652,0.41265,0.19921
-1,0.046741,0.1008,0.10838,0.2021,0.3683,0.10753
-1,0.20146,0.30832,0.14478,0.25755,0.38079,0.10713
-1,0.1982,0.25811,0.20801,0.069229,0.21151,0.13241
-1,0.22678,0.3957,0.24684,0.026724,0.12609,0.16266
-1,0.27234,0.47893,0.20189,0.24356,0.47803,0.088379
-1,0.30603,0.41999,0.32903,0.25083,0.46202,0.11967
-1,0.28274,0.45862,0.16597,0.32641,0.48843,0.10854
-1,0.27048,0.44096,0.39159,0.24607,0.45324,0.1153
-1,0.32148,0.39681,0.30637,0.16835,0.42749,0.12667
-1,0.16112,0.27915,0.26747,0.2024,0.23268,0.11275
-1,0.32925,0.59023,0.29834,0.23988,0.45591,0.097628
-1,0.28679,0.42249,0.27149,0.2299,0.31796,0.10841
-1,0.34496,0.31024,0.21576,0.26717,0.49797,0.088308
-1,0.19305,0.47619,0.48171,0.20511,0.50893,0.11589
-1,0.23868,0.38919,0.16706,0.15081,0.45516,0.13068
-1,0.22608,0.31808,0.35598,0.24894,0.61731,0.15963
-1,0.27762,0.53838,0.24028,0.28249,0.48933,0.12236
-1,0.38292,0.6347,0.19417,0.31667,0.61238,0.12654
-1,0.25858,0.4786,0.31401,0.20091,0.41285,0.11482
-1,0.30443,0.39261,0.30585,0.2532,0.48578,0.11301
-1,0.20727,0.51195,0.15807,0.27165,0.38083,0.23333
-1,0.21496,0.35349,0.2663,0.31615,0.55278,0.14679
-1,0.19769,0.37254,0.30216,0.21159,0.32415,0.13003
